Name;Energy100g;Sugar100g;Fat100g;Carb100g;Weight_gram
Lasagnacheesefrozenprepared;130.0;4.23;5.33;13.84;225.0
Lasagnacheesefrozenunprepared;145.0;3.8;4.22;21.61;237.0
LasagnaVegetablefrozenbaked;139.0;2.54;6.04;14.18;227.0
LEANPOCKETSHamNCheddar;230.0;7.6;6.53;32.52;127.0
LeanPocketsMeatballsampMozzarella;240.0;8.81;7.7;32.28;128.0
Leaveningagentsbakingpowderdoubleactingsodiumaluminumsulfate;53.0;8.81;0.0;27.7;4.6
Leaveningagentsbakingpowderdoubleactingstraightphosphate;51.0;8.81;0.0;24.1;4.6
Leaveningagentsbakingpowderlowsodium;97.0;0.0;0.4;46.9;5.0
Leaveningagentsbakingsoda;0.0;0.0;0.4;46.9;4.6
Leaveningagentscreamoftartar;258.0;0.0;0.0;61.5;3.0
Leaveningagentsyeastbakersactivedry;325.0;0.0;7.61;41.22;4.0
Leaveningagentsyeastbakerscompressed;105.0;0.0;1.9;18.1;17.0
Lebanonbolognabeef;172.0;0.0;10.44;0.44;57.0
Leeksbulbandlowerleafportioncookedboileddrainedwithsalt;31.0;2.11;0.2;7.62;124.0
Leeksbulbandlowerleafportioncookedboileddrainedwithoutsalt;31.0;2.11;0.2;7.62;124.0
Leeksbulbandlowerleafportionraw;61.0;3.9;0.3;14.15;89.0
Leeksbulbandlowerleafportionfreezedried;321.0;3.9;2.1;74.65;0.2
Lemongrasscitronellaraw;99.0;3.9;0.49;25.31;67.0
LemonjuicefromconcentratebottledCONCORD;24.0;1.42;0.07;5.37;15.0
LemonjuicefromconcentratebottledREALLEMON;17.0;1.59;0.07;5.66;15.0
Lemonjuicefromconcentratecannedorbottled;17.0;1.53;0.07;5.62;15.0
Lemonjuiceraw;22.0;2.52;0.24;6.9;244.0
Lemonpeelraw;47.0;4.17;0.3;16.0;6.0
Lemonadefrozenconcentratepink;192.0;46.46;0.69;48.86;36.4
Lemonadefrozenconcentratewhite;196.0;44.46;0.7;49.89;36.5
Lemonadefrozenconcentratewhitepreparedwithwater;40.0;9.98;0.04;10.42;30.9
Lemonadepowderpreparedwithwater;14.0;3.5;0.04;3.59;33.0
Lemonsrawwithoutpeel;29.0;2.5;0.3;9.32;212.0
Lentilsmatureseedscookedboiledwithsalt;114.0;1.8;0.38;19.54;198.0
Lentilsmatureseedscookedboiledwithoutsalt;116.0;1.8;0.38;20.13;198.0
Lentilspinkorredraw;358.0;1.8;2.17;63.1;192.0
Lentilsraw;352.0;2.03;1.06;63.35;192.0
Lentilssproutedraw;106.0;2.03;0.55;22.14;77.0
Lettucebutterheadincludesbostonandbibbtypesraw;13.0;0.94;0.22;2.23;55.0
Lettucecosorromaineraw;17.0;1.19;0.3;3.29;47.0
Lettucegreenleafraw;15.0;0.78;0.15;2.87;36.0
Lettuceicebergincludescrispheadtypesraw;14.0;1.97;0.14;2.97;72.0
Lettuceredleafraw;13.0;0.48;0.22;2.26;28.0
LightIceCreamsoftserveblendedwithcookiepieces;169.0;21.19;5.66;25.55;337.0
LightIceCreamsoftserveblendedwithmilkchocolatecandies;182.0;24.37;6.46;26.82;348.0
Limabeansimmatureseedscannednosaltaddedsolidsandliquids;71.0;0.93;0.29;13.33;248.0
Limabeansimmatureseedscannedregularpacksolidsandliquids;71.0;0.93;0.29;13.33;124.0
Limabeansimmatureseedscookedboileddrainedwithsalt;123.0;1.63;0.32;23.64;170.0
Limabeansimmatureseedscookedboileddrainedwithoutsalt;123.0;1.63;0.32;23.64;170.0
Limabeansimmatureseedsfrozenbabycookedboileddrainedwithsalt;105.0;1.37;0.3;19.45;180.0
Limabeansimmatureseedsfrozenbabycookedboileddrainedwithoutsalt;105.0;1.37;0.3;19.45;180.0
Limabeansimmatureseedsfrozenbabyunprepared;132.0;1.37;0.44;25.14;164.0
Limabeansimmatureseedsfrozenfordhookcookedboileddrainedwithsalt;103.0;1.34;0.34;19.32;170.0
Limabeansimmatureseedsfrozenfordhookcookedboileddrainedwithoutsalt;103.0;1.34;0.34;19.32;170.0
Limabeansimmatureseedsfrozenfordhookunprepared;106.0;1.39;0.35;19.83;160.0
Limabeansimmatureseedsraw;113.0;1.48;0.86;20.17;156.0
Limabeanslargematureseedscanned;79.0;1.48;0.17;14.91;241.0
Limabeanslargematureseedscookedboiledwithsalt;115.0;2.9;0.38;20.88;188.0
Limabeanslargematureseedscookedboiledwithoutsalt;115.0;2.9;0.38;20.88;188.0
Limabeanslargematureseedsraw;338.0;8.5;0.69;63.38;178.0
Limabeansthinseededbabymatureseedscookedboiledwithsalt;126.0;8.5;0.38;23.31;182.0
Limabeansthinseededbabymatureseedscookedboiledwithoutsalt;126.0;8.5;0.38;23.31;182.0
Limabeansthinseededbabymatureseedsraw;335.0;8.32;0.93;62.83;202.0
Limejuicecannedorbottledunsweetened;21.0;1.37;0.23;6.69;246.0
Limejuiceraw;25.0;1.69;0.07;8.42;242.0
Limeadefrozenconcentratepreparedwithwater;52.0;13.27;0.0;13.79;30.9
Limesraw;30.0;1.69;0.2;10.54;67.0
Litchisdried;277.0;66.1;1.2;70.7;2.5
Litchisraw;66.0;15.23;0.44;16.53;190.0
LITTLECAESARS14CheesePizzaLargeDeepDishCrust;263.0;3.66;10.22;30.1;102.0
LITTLECAESARS14CheesePizzaThinCrust;309.0;2.76;16.99;22.85;48.0
LITTLECAESARS14OriginalRoundCheesePizzaRegularCrust;265.0;4.02;9.54;31.5;89.0
LITTLECAESARS14OriginalRoundMeatandVegetablePizzaRegularCrust;243.0;3.74;11.35;23.1;115.0
LITTLECAESARS14OriginalRoundPepperoniPizzaRegularCrust;273.0;3.76;10.5;31.01;90.0
LITTLECAESARS14PepperoniPizzaLargeDeepDishCrust;265.0;3.39;10.81;29.03;104.0
Livercheesepork;304.0;3.39;25.6;2.1;28.35
Liversausageliverwurstpork;326.0;3.39;28.5;2.2;18.0
Liverwurstspread;305.0;1.65;25.45;5.89;55.0
Loganberriesfrozen;55.0;7.7;0.31;13.02;147.0
Longansdried;286.0;7.7;0.4;74.0;1.7
Longansraw;60.0;7.7;0.1;15.14;3.2
Loquatsraw;47.0;7.7;0.2;12.14;149.0
Lotusrootcookedboileddrainedwithsalt;66.0;7.7;0.07;16.02;60.0
Lotusrootcookedboileddrainedwithoutsalt;66.0;0.5;0.07;16.02;60.0
Lotusrootraw;74.0;0.5;0.1;17.23;81.0
LuncheonmeatporkandchickenmincedcannedincludesSpamLite;196.0;1.26;13.9;1.35;56.0
LuncheonmeatporkwithhammincedcannedincludesSpamHormel;315.0;0.0;26.6;4.6;56.0
Luncheonmeatporkcanned;334.0;0.0;30.3;2.1;28.35
LuncheonmeatporkhamandchickenmincedcannedreducedsodiumaddedascorbicacidincludesSPAM25lesssodium;293.0;0.0;25.1;3.4;56.0
Luncheonsausageporkandbeef;260.0;0.0;20.9;1.58;23.0
Luncheonslicesmeatless;189.0;2.22;11.11;4.44;14.0
Lupinsmatureseedscookedboiledwithsalt;116.0;2.22;2.92;9.29;166.0
Lupinsmatureseedscookedboiledwithoutsalt;119.0;2.22;2.92;9.88;166.0
Lupinsmatureseedsraw;371.0;2.22;9.74;40.37;180.0
Luxuryloafpork;141.0;2.22;4.8;4.9;28.0
Macaroniandcheesedinnerwithdrysaucemixboxeduncooked;379.0;9.61;4.82;70.12;70.0
Macaroniandcheeseloafchickenporkandbeef;228.0;0.0;14.96;11.63;38.0
Macaroniandcheeseboxmixwithcheesesauceprepared;164.0;1.57;4.99;23.1;189.0
Macaroniandcheeseboxmixwithcheesesauceunprepared;334.0;6.43;10.67;46.66;25.0
MacaroniandCheesecannedentree;82.0;0.5;2.46;11.52;244.0
MacaroniandCheesecannedmicrowavable;134.0;1.41;5.99;13.96;213.0
Macaroniandcheesedrymixpreparedwith2milkand80stickmargarinefromdrymix;190.0;4.27;8.28;23.93;198.0
Macaroniandcheesefrozenentree;149.0;1.53;6.41;17.28;137.0
Macaroniornoodleswithcheesemadefromreducedfatpackagedmixunprepared;297.0;5.04;4.03;52.06;99.0
Macaroniornoodleswithcheesemicrowaveableunprepared;388.0;8.2;6.56;70.75;61.0
Macaronivegetableenrichedcooked;128.0;1.15;0.11;26.61;134.0
Macaronivegetableenricheddry;367.0;1.15;1.04;74.88;84.0
Malabarspinachcooked;23.0;1.15;0.78;2.71;44.0
Maltbeverageincludesnonalcoholicbeer;37.0;1.15;0.12;8.05;29.6
Mammyapplemameyraw;51.0;1.15;0.5;12.5;846.0
Mangonectarcanned;51.0;12.45;0.06;13.12;251.0
Mangosraw;60.0;13.66;0.38;14.98;165.0
Mangosteencannedsyruppack;73.0;13.66;0.58;17.91;196.0
Maraschinocherriescanneddrained;165.0;38.77;0.21;41.97;5.0
Margarine80fatstickincludesregularandhydrogenatedcornandsoybeanoils;717.0;38.77;80.71;0.7;14.0
Margarine80fattubCANOLAHARVESTSoftSpreadcanolapalmandpalmkerneloils;730.0;38.77;80.32;1.39;14.0
Margarineindustrialnondairycottonseedsoyoilpartiallyhydrogenatedforflakypastries;714.0;38.77;80.2;0.0;14.0
Margarineindustrialsoyandpartiallyhydrogenatedsoyoiluseforbakingsaucesandcandy;714.0;0.0;80.0;0.71;14.0
Margarinemargarinelikevegetableoilspread6770fattub;606.0;0.0;68.29;0.59;14.0
Margarinemargarinetypevegetableoilspread70fatsoybeanandpartiallyhydrogenatedsoybeanstick;628.0;0.0;70.22;1.53;14.0
Margarineregular80fatcompositestickwithsalt;717.0;0.0;80.71;0.7;14.0
Margarineregular80fatcompositestickwithsaltwithaddedvitaminD;717.0;0.0;80.71;0.7;14.0
Margarineregular80fatcompositestickwithoutsalt;717.0;0.0;80.71;0.7;14.2
Margarineregular80fatcompositestickwithoutsaltwithaddedvitaminD;717.0;0.0;80.71;0.7;14.0
Margarineregular80fatcompositetubwithsalt;713.0;0.0;80.17;0.75;14.2
Margarineregular80fatcompositetubwithsaltwithaddedvitaminD;713.0;0.0;80.17;0.75;14.0
Margarineregular80fatcompositetubwithoutsalt;713.0;0.0;80.17;0.75;14.2
Margarineregularhardsoybeanhydrogenated;719.0;0.0;80.5;0.9;4.7
Margarinespread3539fattub;349.0;0.0;37.98;1.52;232.0
Margarinelikeshorteningindustrialsoypartiallyhydrogenatedcottonseedandsoyprincipaluseflakypastries;628.0;0.0;71.0;0.0;14.0
Margarinelikespreadwithyogurt70fatstickwithsalt;630.0;0.0;70.0;0.5;14.0
Margarinelikespreadwithyogurtapproximately40fattubwithsalt;330.0;0.0;35.0;2.0;14.0
MargarinelikespreadBENECOLLightSpread;357.0;0.0;38.71;5.71;14.0
MargarinelikespreadSMARTBALANCELightButterySpread;337.0;0.0;36.41;1.98;14.0
MargarinelikespreadSMARTBALANCEOmegaPlusSpreadwithplantsterolsampfishoil;605.0;0.0;70.95;0.16;14.0
MargarinelikespreadSMARTBALANCERegularButterySpreadwithflaxoil;583.0;0.0;64.63;0.14;14.0
MargarinelikespreadSMARTBEATSmartSqueeze;47.0;1.0;2.1;7.1;14.0
MargarinelikespreadSMARTBEATSuperLightwithoutsaturatedfat;158.0;1.0;17.1;0.0;14.0
Margarinelikevegetableoilspreadsticktubbottle60fatwithaddedvitaminD;535.0;1.0;59.17;0.0;14.0
Margarinelikebuttermargarineblend80fatstickwithoutsalt;718.0;0.0;80.7;0.6;14.0
Margarinelikemargarinebutterblendsoybeanoilandbutter;727.0;0.0;80.32;0.77;14.1
Margarinelikevegetableoilspread20fatwithsalt;175.0;0.0;19.5;0.4;15.0
Margarinelikevegetableoilspread20fatwithoutsalt;175.0;0.0;19.5;0.4;12.8
Margarinelikevegetableoilspread60fatstickwithsalt;537.0;0.0;60.39;0.69;14.3
Margarinelikevegetableoilspread60fatstickwithsaltwithaddedvitaminD;537.0;0.0;60.39;0.69;14.0
Margarinelikevegetableoilspread60fatsticktubbottlewithsalt;526.0;0.0;59.17;0.0;14.3
Margarinelikevegetableoilspread60fatsticktubbottlewithoutsalt;533.0;0.0;59.81;0.86;14.0
Margarinelikevegetableoilspread60fatsticktubbottlewithoutsaltwithaddedvitaminD;542.0;0.0;59.81;0.86;14.0
Margarinelikevegetableoilspread60fattubwithsalt;533.0;0.0;59.81;0.86;14.0
Margarinelikevegetableoilspread60fattubwithsaltwithaddedvitaminD;533.0;0.0;59.81;0.86;14.0
Margarinelikevegetableoilspreadapproximately37fatunspecifiedoilswithsaltwithaddedvitaminD;339.0;0.0;37.77;0.66;14.9
Margarinelikevegetableoilspreadfatfreeliquidwithsalt;43.0;0.0;3.0;2.5;15.0
Margarinelikevegetableoilspreadfatfreetub;44.0;0.0;3.04;4.34;14.6
Margarinelikevegetableoilspreadstickortubsweetened;534.0;0.0;52.0;16.7;14.0
Margarinelikevegetableoilbutterspreadreducedcalorietubwithsalt;450.0;0.0;50.0;1.0;14.0
Margarinelikevegetableoilbutterspreadtubwithsalt;362.0;0.0;40.0;1.0;14.0
Marmaladeorange;246.0;60.0;0.0;66.3;20.0
MarthaWhiteFoodsMarthaWhitesButtermilkBiscuitMixdry;388.0;4.46;13.23;59.41;41.0
MarthaWhiteFoodsMarthaWhitesChewyFudgeBrownieMixdry;407.0;54.76;6.16;83.58;28.0
MarysGoneCrackersOriginalCrackersOrganicGlutenFree;446.0;1.0;15.63;64.29;7.4
Mayonnaisedressingnocholesterol;688.0;1.0;77.8;0.3;15.0
Mayonnaiselowsodiumlowcalorieordiet;231.0;4.2;19.2;16.0;14.0
Mayonnaisemadewithtofu;322.0;0.85;31.79;3.06;15.0
Mayonnaisereducedfatwitholiveoil;361.0;0.85;40.0;0.0;15.0
Mayonnaisereducedcalorieordietcholesterolfree;333.0;4.2;33.3;6.7;14.6
McDONALDSBaconRanchSaladwithCrispyChicken;122.0;1.53;6.3;6.08;319.0
McDONALDSBaconEggampCheeseBiscuit;304.0;2.18;18.77;22.26;142.0
McDONALDSBaconRanchSaladwithGrilledChicken;81.0;1.73;3.14;3.64;305.0
McDONALDSBaconRanchSaladwithoutchicken;61.0;2.14;3.64;4.2;223.0
McDONALDSBaconEggampCheeseMcGRIDDLES;272.0;9.56;13.19;26.19;165.0
McDONALDSBIGBREAKFAST;285.0;0.93;19.37;17.5;269.0
McDONALDSBIGMAC;257.0;3.97;14.96;20.08;219.0
McDONALDSBIGMACwithoutBigMacSauce;234.0;3.7;11.57;21.01;200.0
McDONALDSCheeseburger;263.0;6.22;11.79;27.81;119.0
McDONALDSChickenMcNUGGETS;302.0;0.08;19.81;15.09;64.0
McDONALDSDeluxeBreakfastwithsyrupandmargarine;285.0;9.88;15.23;29.48;420.0
McDONALDSDoubleCheeseburger;282.0;4.23;16.09;18.79;155.0
McDONALDSDOUBLEQUARTERPOUNDERwithCheese;262.0;3.49;16.22;14.43;280.0
McDONALDSEggMcMUFFIN;228.0;2.13;9.66;21.67;126.0
McDONALDSFILETOFISH;282.0;3.67;14.64;26.39;134.0
McDONALDSFILETOFISHwithouttartarsauce;243.0;4.27;7.62;31.08;124.0
McDONALDSfrenchfries;323.0;0.21;15.47;42.58;71.0
McDONALDSFruitnYogurtParfait;105.0;12.83;1.3;20.72;149.0
McDONALDSFruitnYogurtParfaitwithoutgranola;90.0;11.9;1.13;17.67;142.0
McDONALDSHamburger;264.0;6.03;10.09;30.28;95.0
McDONALDSHashBrown;271.0;0.54;16.3;28.56;53.0
McDONALDSHotCaramelSundae;188.0;23.54;4.89;33.36;182.0
McDONALDSHotFudgeSundae;186.0;26.89;5.91;30.05;179.0
McDONALDSHotcakesplain;228.0;8.84;5.84;38.27;149.0
McDONALDSHotcakeswith2patsmargarineampsyrup;272.0;20.58;8.06;46.08;221.0
McDONALDSHotcakesandSausage;294.0;7.29;12.5;37.55;192.0
McDONALDSMcCHICKENSandwich;273.0;3.57;13.21;27.97;131.0
McDONALDSMcCHICKENSandwichwithoutmayonnaise;240.0;4.16;8.46;30.95;138.0
McDONALDSMcFLURRYwithMampMSCANDIES;177.0;24.37;6.46;26.82;348.0
McDONALDSMcFLURRYwithOREOcookies;165.0;21.19;5.66;25.55;337.0
McDONALDSQUARTERPOUNDER;244.0;5.13;11.55;22.17;171.0
McDONALDSQUARTERPOUNDERwithCheese;258.0;4.91;14.22;19.95;199.0
McDONALDSRANCHSNACKWRAPCrispy;275.0;2.48;15.1;23.22;133.0
McDONALDSRANCHSNACKWRAPGrilled;222.0;1.53;10.31;18.43;123.0
McDONALDSSausageBiscuit;376.0;1.97;25.4;27.2;117.0
McDONALDSSausageBiscuitwithEgg;311.0;1.43;22.26;19.28;163.0
McDONALDSSausageBurrito;277.0;2.57;15.63;22.97;109.0
McDONALDSSausageMcGRIDDLES;312.0;11.23;17.76;31.25;135.0
McDONALDSSausageMcMUFFIN;333.0;1.93;21.06;24.52;115.0
McDONALDSSausageMcMUFFINwithEgg;274.0;1.57;17.83;17.28;165.0
McDONALDSSausageEggampCheeseMcGRIDDLES;283.0;7.9;17.73;22.04;199.0
McDONALDSSideSalad;20.0;2.24;0.19;4.3;87.0
McDONALDSSouthernStyleChickenBiscuit;304.0;2.62;14.93;30.56;132.0
McDONALDSStrawberrySundae;158.0;25.32;3.95;28.09;178.0
McDONALDSVanillaReducedFatIceCreamCone;162.0;19.49;4.86;26.36;90.0
MckeeBakingLittleDebbieNuttyBarsWaferswithPeanutButterChocolateCovered;548.0;34.0;32.8;55.2;57.0
Meatextender;311.0;34.0;2.97;34.71;88.0
MeatballsfrozenItalianstyle;286.0;3.47;22.21;8.06;85.0
Meatballsmeatless;197.0;1.25;9.0;8.0;144.0
Melonballsfrozen;33.0;1.25;0.25;7.94;173.0
Melonscantalouperaw;34.0;7.86;0.19;8.16;177.0
Melonscasabaraw;28.0;5.69;0.1;6.58;170.0
Melonshoneydewraw;36.0;8.12;0.14;9.09;170.0
Milkandcerealbar;413.0;45.97;10.98;72.05;25.0
Milkdessertbarfrozenmadefromlowfatmilk;147.0;22.06;1.47;32.0;68.0
Milkdessertfrozenmilkfatfreechocolate;167.0;22.06;1.0;37.7;137.0
Milkshakesthickchocolate;119.0;20.85;2.7;21.15;28.4
Milkshakesthickvanilla;112.0;20.85;3.03;17.75;28.4
Milksubstitutesfluidwithlauricacidoil;61.0;20.85;3.41;6.16;244.0
Milkbuttermilkdried;387.0;20.85;5.78;49.0;30.0
Milkbuttermilkfluidculturedlowfat;40.0;5.36;1.07;4.79;245.0
Milkbuttermilkfluidculturedreducedfat;56.0;5.36;2.0;5.3;245.0
Milkbuttermilkfluidwhole;62.0;5.36;3.31;4.88;245.0
Milkcannedcondensedsweetened;321.0;5.36;8.7;54.4;38.2
MilkcannedevaporatednonfatwithaddedvitaminAandvitaminD;78.0;5.36;0.2;11.35;31.9
MilkcannedevaporatedwithaddedvitaminA;134.0;5.36;7.56;10.04;31.5
MilkcannedevaporatedwithaddedvitaminDandwithoutaddedvitaminA;134.0;5.36;7.56;10.04;31.5
Milkchocolatebeveragehotcocoahomemade;77.0;9.66;2.34;10.74;250.0
MilkchocolatefatfreewithaddedvitaminAandvitaminD;67.0;8.39;0.0;13.46;250.0
Milkchocolatefluidcommercialreducedfatwithaddedcalcium;78.0;9.55;1.9;12.13;250.0
MilkchocolatefluidcommercialreducedfatwithaddedvitaminAandvitaminD;76.0;9.55;1.9;12.13;250.0
MilkchocolatefluidcommercialwholewithaddedvitaminAandvitaminD;83.0;9.54;3.39;10.34;250.0
MilkchocolatelowfatwithaddedvitaminAandvitaminD;64.0;9.94;1.11;10.15;250.0
Milkdrynonfatcalciumreduced;354.0;9.94;0.2;51.8;28.35
MilkdrynonfatinstantwithaddedvitaminAandvitaminD;358.0;9.94;0.72;52.19;68.0
MilkdrynonfatinstantwithoutaddedvitaminAandvitaminD;358.0;9.94;0.72;52.19;68.0
MilkdrynonfatregularwithaddedvitaminAandvitaminD;362.0;9.94;0.77;51.98;30.0
MilkdrynonfatregularwithoutaddedvitaminAandvitaminD;362.0;9.94;0.77;51.98;30.0
MilkdrywholewithaddedvitaminD;496.0;9.94;26.71;38.42;32.0
MilkdrywholewithoutaddedvitaminD;496.0;9.94;26.71;38.42;128.0
Milkevaporated2fatwithaddedvitaminAandvitaminD;107.0;6.67;2.0;15.74;252.0
Milkfilledfluidwithblendofhydrogenatedvegetableoils;63.0;6.67;3.46;4.74;244.0
Milkfilledfluidwithlauricacidoil;63.0;6.67;3.4;4.74;244.0
Milkfluid1fatwithoutaddedvitaminAandvitaminD;42.0;5.2;0.97;4.99;244.0
Milkfluidnonfatcalciumfortifiedfatfreeorskim;35.0;5.2;0.18;4.85;247.0
MilkgoatfluidwithaddedvitaminD;69.0;5.2;4.14;4.45;30.5
Milkhumanmaturefluid;70.0;5.2;4.38;6.89;30.8
Milkimitationnonsoy;46.0;5.2;2.0;5.3;244.0
Milkindianbuffalofluid;97.0;5.2;6.89;5.18;244.0
Milklowsodiumfluid;61.0;5.2;3.46;4.46;244.0
Milklowfatfluid1milkfatproteinfortifiedwithaddedvitaminAandvitaminD;48.0;5.2;1.17;5.52;246.0
Milklowfatfluid1milkfatwithaddednonfatmilksolidsvitaminAandvitaminD;43.0;5.2;0.97;4.97;245.0
Milklowfatfluid1milkfatwithaddedvitaminAandvitaminD;42.0;5.2;0.97;4.99;244.0
MilknonfatfluidproteinfortifiedwithaddedvitaminAandvitaminDfatfreeandskim;41.0;5.2;0.25;5.56;246.0
MilknonfatfluidwithaddednonfatmilksolidsvitaminAandvitaminDfatfreeorskim;37.0;5.2;0.25;5.02;245.0
MilknonfatfluidwithaddedvitaminAandvitaminDfatfreeorskim;34.0;5.09;0.08;4.96;245.0
MilknonfatfluidwithoutaddedvitaminAandvitaminDfatfreeorskim;35.0;5.09;0.18;4.86;245.0
Milkproducerfluid37milkfat;64.0;5.09;3.66;4.65;244.0
Milkreducedfatfluid2milkfatproteinfortifiedwithaddedvitaminAandvitaminD;56.0;5.26;1.98;5.49;246.0
Milkreducedfatfluid2milkfatwithaddednonfatmilksolidsandvitaminAandvitaminD;51.0;5.26;1.92;4.97;245.0
Milkreducedfatfluid2milkfatwithaddednonfatmilksolidswithoutaddedvitaminA;56.0;5.26;1.98;5.49;245.0
Milkreducedfatfluid2milkfatwithaddedvitaminAandvitaminD;50.0;5.06;1.98;4.8;244.0
Milkreducedfatfluid2milkfatwithoutaddedvitaminAandvitaminD;50.0;5.06;1.98;4.8;246.0
Milksheepfluid;108.0;5.06;7.0;5.36;245.0
Milkwhole325milkfatwithaddedvitaminD;61.0;5.05;3.25;4.8;244.0
Milkwhole325milkfatwithoutaddedvitaminAandvitaminD;61.0;5.05;3.27;4.78;244.0
Milletflour;382.0;1.66;4.25;75.12;119.0
Milletcooked;119.0;0.13;1.0;23.67;174.0
Milletpuffed;354.0;0.55;3.4;80.0;21.0
Milletraw;378.0;0.55;4.22;72.85;200.0
Miso;198.0;6.2;6.01;25.37;17.0
MissionFoodsMissionFlourTortillasSoftTaco8inch;287.0;6.2;6.0;49.6;51.0
Molasses;290.0;74.72;0.1;74.73;337.0
Mollusksabalonemixedspeciescookedfried;189.0;74.72;6.78;11.05;85.0
Mollusksabalonemixedspeciesraw;105.0;0.0;0.76;6.01;85.0
Mollusksclammixedspeciescanneddrainedsolids;142.0;0.0;1.59;5.9;85.0
Mollusksclammixedspeciescannedliquid;2.0;0.0;0.02;0.1;85.0
Mollusksclammixedspeciescookedbreadedandfried;202.0;0.0;11.15;10.33;85.0
Mollusksclammixedspeciescookedmoistheat;148.0;0.0;1.95;5.13;85.0
Mollusksclammixedspeciesraw;86.0;0.0;0.96;3.57;85.0
Mollusksconchbakedorbroiled;130.0;0.0;1.2;1.7;127.0
Molluskscuttlefishmixedspeciescookedmoistheat;158.0;0.0;1.4;1.64;85.0
Molluskscuttlefishmixedspeciesraw;79.0;0.0;0.7;0.82;85.0
Mollusksmusselbluecookedmoistheat;172.0;0.0;4.48;7.39;85.0
Mollusksmusselblueraw;86.0;0.0;2.24;3.69;150.0
Mollusksoctopuscommoncookedmoistheat;164.0;0.0;2.08;4.4;85.0
Mollusksoctopuscommonraw;82.0;0.0;1.04;2.2;85.0
Mollusksoystereasterncanned;68.0;0.0;2.47;3.91;85.0
Mollusksoystereasterncookedbreadedandfried;199.0;0.0;12.58;11.62;85.0
Mollusksoystereasternfarmedcookeddryheat;79.0;0.0;2.12;7.28;85.0
Mollusksoystereasternfarmedraw;59.0;0.0;1.55;5.53;85.0
Mollusksoystereasternwildcookeddryheat;79.0;0.96;2.65;4.23;85.0
Mollusksoystereasternwildcookedmoistheat;102.0;1.23;3.42;5.45;85.0
Mollusksoystereasternwildraw;51.0;0.62;1.71;2.72;84.0
MollusksoysterPacificcookedmoistheat;163.0;0.0;4.6;9.9;25.0
MollusksoysterPacificraw;81.0;0.0;2.3;4.95;50.0
Mollusksscallopbayandseacookedsteamed;111.0;0.0;0.84;5.41;85.0
Mollusksscallopmixedspeciescookedbreadedandfried;216.0;0.0;10.94;10.13;31.0
Mollusksscallopmixedspeciesimitationmadefromsurimi;99.0;0.0;0.41;10.62;85.0
Mollusksscallopmixedspeciesraw;69.0;0.0;0.49;3.18;30.0
Molluskssnailraw;90.0;0.0;1.4;2.0;85.0
Molluskssquidmixedspeciescookedfried;175.0;0.0;7.48;7.79;85.0
Molluskssquidmixedspeciesraw;92.0;0.0;1.38;3.08;28.35
Molluskswhelkunspecifiedcookedmoistheat;275.0;0.0;0.8;15.52;85.0
Molluskswhelkunspecifiedraw;137.0;0.0;0.4;7.76;85.0
MORINUTofusilkenextrafirm;55.0;0.99;1.9;2.0;84.0
MORINUTofusilkenfirm;62.0;1.27;2.7;2.4;84.0
MORINUTofusilkenliteextrafirm;38.0;0.42;0.7;1.0;84.0
MORINUTofusilkenlitefirm;37.0;0.45;0.8;1.1;84.0
MORINUTofusilkensoft;55.0;1.31;2.7;2.9;84.0
Mortadellabeefpork;311.0;0.0;25.39;3.05;28.35
Mothbeansmatureseedscookedboiledwithsalt;117.0;0.0;0.55;20.96;177.0
Mothbeansmatureseedscookedboiledwithoutsalt;117.0;0.0;0.55;20.96;177.0
Mothbeansmatureseedsraw;343.0;0.0;1.61;61.52;196.0
Mothersloafpork;282.0;0.0;22.3;7.53;28.35
Mountainyamhawaiicookedsteamedwithsalt;82.0;0.0;0.08;19.99;145.0
Mountainyamhawaiicookedsteamedwithoutsalt;82.0;0.0;0.08;20.0;145.0
Mountainyamhawaiiraw;67.0;0.31;0.1;16.3;68.0
Muffinblueberrycommerciallypreparedlowfat;255.0;27.05;4.22;50.05;71.0
MuffinsblueberrycommerciallypreparedIncludesminimuffins;375.0;31.47;16.07;53.0;28.35
Muffinsblueberrydrymix;293.0;32.73;3.25;61.0;43.0
Muffinsblueberrypreparedfromrecipemadewithlowfat2milk;285.0;32.73;10.8;40.7;28.35
Muffinsblueberrytoastertype;313.0;4.85;9.5;53.3;28.35
Muffinsblueberrytoastertypetoasted;333.0;12.95;10.1;56.7;28.35
Muffinscorncommerciallyprepared;305.0;17.78;8.4;51.0;28.35
Muffinscorndrymixprepared;321.0;17.78;10.2;49.1;28.35
Muffinscornpreparedfromrecipemadewithlowfat2milk;316.0;17.78;12.3;44.2;28.35
Muffinscorntoastertype;346.0;17.78;11.3;57.9;28.35
MuffinsEnglishmixedgrainincludesgranola;235.0;0.81;1.8;46.3;28.35
MuffinsEnglishplainenrichedwithcapropincludessourdough;227.0;3.53;1.69;44.17;28.35
